SQH,SXRQ
CN201220501486.3,20150610
CN201320206535.5,20140924
CN201020545241.1,20130807
CN201020507059.7,20140122
CN201020507057.8,20130410
CN201020259064.0,20131113
CN201020593718.3,20130605
CN201020593720.0,20130605
CN201120019893.6,20140716
CN201120019905.5,20140910
CN201120111184.0,20130410
CN201120111178.5,20130410
CN201120055038.0,20140910
CN201120219412.6,20131113
CN201120219185.7,20130529
CN201120170647.0,20131016
CN201120170648.5,20140115
CN201120403292.5,20141029
CN201120354310.5,20140716
CN201120279334.9,20131113
CN201320149787.9,20160113
CN201320229986.0,20160427
CN201220179956.9,20160615
CN201320253760.4,20160810
CN201320253864.5,20160810
CN201420410767.7,20160824
CN201420408808.9,20160817
CN201420410768.1,20160824
CN201320254975.8,20160817
CN201520051626.5,20160824
CN201420409417.9,20160831
CN201320540546.7,20160831
CN201320692201.3,20160831
CN201420330917.3,20161109
CN201320868212.2,20160224
CN201320868357.2,20160224
CN201320668397.2,20150819
CN201020686538.X,20151125
CN201020693401.7,20160224
CN201020696728.X,20130306
CN201020694825.5,20160224
CN201120078413.3,20130522
CN201120400576.9,20151209
CN201120401124.2,20151209
CN201520186834.6,20160824
CN201520185737.5,20160824
CN201420849128.0,20161012
CN201220356422.9,20150812
CN201220358224.6,20150624
CN201020669831.5,20140409
CN201220356611.6,20151230
CN201220361163.9,20151216
CN201320423179.2,20160817
CN201220356422.9,20150812
CN201220358224.6,20150624
CN201020669831.5,20140409
CN201220356611.6,20151230
CN201220361163.9,20151216
CN201320423179.2,20160817
CN201120577643.4,20130710
CN201120577729.7,20160224
CN201120577621.8,20160224
CN201520011080.0,20160831
CN201010597321.6,20160127
CN201130511667.5,20160302
CN201230491215.X,20161116
CN201220330086.0,20150415
CN201220575676.X,20150902
CN201120286321.4,20130605
CN201120577653.8,20140416
CN201120577604.4,20141008
CN201020283889.6,20120328
CN201020283901.3,20130710
CN201020670675.4,20130227
CN201020633753.3,20130306
CN201020294959.8,20120229
CN201120358573.3,20130710
CN201120229019.5,20131106
CN201320896707.6,20151125
CN201120100858.7,20150520
CN201120577630.7,20160224
CN201120577677.3,20160224
CN201320894366.9,20160427
CN201320895893.1,20160427
CN201020254084.9,20140820
CN201020254081.5,20150819
CN201020254094.2,20150819
CN200920295572.1,20160224
CN201020633768.X,20160113
CN201020698704.8,20150225
CN200920198528.9,20141126
CN201020629872.1,20160113
CN201020642266.3,20150114
CN201020642268.2,20150114
CN201020642282.2,20160113
CN201020670761.5,20150204
CN201020294944.1,20151007
CN201020283902.8,20150923
CN201120294879.7,20150930
CN201320136055.6,20160511
CN201120143577.X,20160622
CN201420872344.7,20160824
CN201420683389.X,20160831
CN201520011948.7,20160831
CN201220371366.6,20160921
CN201420693317.3,20161019
CN201120358583.7,20161109
CN201320136055.6,20160511
CN201120143577.X,20160622
CN201420872344.7,20160824
CN201420683389.X,20160831
CN201520011948.7,20160831
CN201220371366.6,20160921
CN201420693317.3,20161019
CN201120358583.7,20161109
CN201420424640.0,20160504
CN201020639941.7,20150729
CN201220297160.3,20140813
CN201120199603.0,20130313
CN201020249897.9,20150902
CN201020249896.4,20150902
CN201120248077.2,20150902
CN201220206298.8,20160629
CN201120355497.0,20161109
CN201120199603.0,20130313
CN201020249897.9,20150902
CN201020249896.4,20150902
CN201120248077.2,20150902
CN201220206298.8,20160629
CN201120355497.0,20161109
CN201020659672.0,20120425
CN201120406519.1,20130227
CN201220238382.8,20140625
CN201220405405.X,20140326
CN201220663813.5,20140709
CN201320410611.4,20150204
CN201020252463.4,20110921
CN201120014350.5,20130227
CN201120232187.X,20130417
CN201420335720.9,20151216
CN201220017191.9,20160316
CN201420294863.X,20160316
CN201420668509.9,20160413
CN201120524328.5,20141022
CN201120524328.5,20141022
CN201320422698.7,20150114
CN201020529390.9,20130717
CN201420748109.9,20160106
CN201520149826.4,20160615
CN201520149765.1,20160622
CN201420487651.3,20160824
CN201420691472.1,20160831
CN201420692368.4,20160831
CN201420692507.3,20160921
CN201520149350.4,20161012
CN201420529072.0,20160608
CN201220108475.9,20150513
CN201220268340.9,20141203
CN201020674541.X,20160210
CN201420440040.3,20160921
CN201120032192.6,20120725
CN201120032041.0,20120725
CN201120032413.X,20130227
CN201220000858.4,20131030
CN201420310643.1,20150902
CN201420296818.8,20151209
CN201420320833.1,20160106
CN201420034472.4,20160120
CN201420297360.8,20160302
CN201420310642.7,20160302
CN201420033990.4,20160302
CN201420525102.0,20160330
CN201120032347.6,20140806
CN201420320831.2,20160608
CN201420624593.4,20160413
CN201020188461.3,20130703
CN201020156224.9,20160601
CN201220750351.0,20160803
CN201130411792.9,20151223
CN201130453599.1,20160120
CN201130453597.2,20160120
CN201130453612.3,20160120
CN201230061488.0,20160511
CN201230061495.0,20160511
CN201230061499.9,20160511
CN201230061515.4,20160511
CN201030187531.9,20160720
CN201030187533.8,20160720
CN201030187535.7,20160720
CN201030187536.1,20160720
CN201030187538.0,20160720
CN201130303596.X,20161019
CN201220005047.3,20160302
CN201220005083.X,20160302
CN201120573331.6,20160224
CN201220520473.0,20151202
CN201120573394.1,20140226
CN201220115278.X,20160511
CN201220115279.4,20160511
CN201120122555.5,20160608
CN201320217094.9,20160615
CN201020195613.2,20160706
CN201220243689.7,20160720
CN201220257165.3,20160720
CN201220298272.0,20160810
CN201420007522.X,20160817
CN201320864847.5,20160817
CN201120284288.1,20160928
CN201120252535.X,20160907
CN201320449252.3,20160907
CN201220403248.9,20161005
CN201130380559.9,20151216
CN201130032750.4,20160413
CN201130032756.1,20160413
CN201130032760.8,20160413
CN201130032775.4,20160413
CN201130032735.X,20160413
CN201130032745.3,20160413
CN201130032765.0,20160413
CN201130324474.9,20161109
CN201020644671.9,20160120
CN201120050401.X,20160413
CN201120050022.0,20160413
CN201220154580.6,20150527
CN201020548024.8,20161116
CN201130484372.3,20140212
CN201130484374.2,20140212
CN201130484385.0,20140212
CN201020547754.6,20151111
CN201020512745.3,20151028
CN201020510709.3,20151028
CN201020509118.4,20151028
CN201020509131.X,20151028
CN201020289815.3,20151007
CN201020288570.2,20151007
CN201020288584.4,20151007
CN201020288567.0,20151007
CN201020547612.X,20161116
CN201220285469.0,20140226
CN201320105895.6,20150422
CN201120566992.6,20150304
CN201220152924.X,20130925
CN201220472439.0,20150218
CN201020660327.9,20130320
CN201020660330.0,20120919
CN201120022177.3,20130403
CN201120045440.0,20130227
CN201120466381.4,20131225
CN201120466383.3,20140312
CN201120466355.1,20130911
CN201020660378.1,20150909
CN201020660406.X,20140212
CN201320218773.8,20150819
CN201220034432.0,20160120
CN201420018120.X,20160406
CN201020694035.7,20140212
CN201220745420.9,20150708
CN201220744480.9,20150805
CN201220744543.0,20150128
CN201120558443.4,20140910
CN201120558467.X,20140723
CN201120550418.1,20150805
CN201320857455.6,20151028
CN201120560876.3,20160224
CN201120560888.6,20160224
CN201120553018.6,20160217
CN201120558444.9,20160224
CN201120558459.5,20160224
CN201120552977.6,20160217
CN201220011542.5,20160302
CN201020653283.7,20160127
CN201020653286.0,20160127
CN201020653287.5,20160127
CN201020653288.X,20160127
CN201020653289.4,20160127
CN201020653273.3,20160127
CN201020653274.8,20160127
CN201020653275.2,20160127
CN201020653277.1,20160127
CN201020653278.6,20160127
CN201020653282.2,20160127
CN201020679491.4,20150211
CN201020679492.9,20160217
CN201020679493.3,20160217
CN201020679494.8,20160217
CN201020679495.2,20160217
CN201020679496.7,20160217
CN201020679502.9,20160217
CN201020694029.1,20150225
CN201020679497.1,20160217
CN201020679499.0,20150211
CN201020679501.4,20160217
CN201020694137.9,20150225
CN201020694143.4,20150225
CN201020694163.1,20150225
CN201020694166.5,20150225
CN201020694168.4,20150225
CN201020694173.5,20150225
CN201020694200.9,20160224
CN201020694202.8,20160224
CN201020694204.7,20150225
CN201020694231.4,20160224
CN201020694232.9,20160224
CN201020502964.3,20141022
CN201120565173.X,20160224
CN201120553007.8,20150218
CN201120560883.3,20160224
CN201120560952.0,20160224
CN201120560958.8,20160224
CN201120560964.3,20160224
CN201120558468.4,20160224
CN201320873217.4,20160817
CN201120553007.8,20150218
CN201120560883.3,20160224
CN201120560952.0,20160224
CN201120560958.8,20160224
CN201120560964.3,20160224
CN201120558468.4,20160224
CN201320873217.4,20160817
CN201320296620.5,20151230
CN201420531553.5,20160427
CN201420531527.2,20160810
CN201420533049.9,20160817
CN201420532928.X,20160824
CN201420293181.7,20160928
CN201320296620.5,20151230
CN201420531553.5,20160427
CN201420531527.2,20160810
CN201420533049.9,20160817
CN201420532928.X,20160824
CN201420293181.7,20160928
CN201320056375.0,20160330
CN201320148519.5,20160706
CN201020579453.1,20130925
CN201120366777.1,20141210
CN201120459341.7,20140129
CN201420226312.X,20160608
CN201420343404.6,20160608
CN201320520183.0,20150826
CN201020243821.5,20150128
CN201220532265.2,20151014
CN201130140207.6,20140716
CN201130018017.7,20140326
CN201230554972.7,20141231
CN201030661586.9,20150121
CN201030605143.8,20131225
CN201030605144.2,20131225
CN201220332623.5,20140917
CN201120061847.2,20130403
CN201020638065.6,20150121
CN201020562189.0,20131204
CN201120157330.3,20130227
CN201120157333.7,20120523
CN201120039787.4,20111214
CN201120242653.2,20130410
CN201120236171.6,20150819
CN201220581233.1,20150415
CN201320690312.0,20151216
CN201220581232.7,20160420
CN201320608841.1,20160330
CN201220048360.5,20160406
CN201120369231.1,20131113
CN201420133465.X,20160608
CN201120127610.X,20160622
CN201520166629.3,20160817
CN201520166696.5,20160907
CN201120362671.4,20161109
CN200920246100.7,20131225
CN201120432398.8,20131218
CN201130429219.0,20141231
CN201330045326.2,20150408
CN201030275964.X,20151007
CN201030275976.2,20151007
CN201030275979.6,20151007
CN201130292928.9,20151028
CN201220269877.7,20130626
CN201120480845.7,20150107
CN201120521190.3,20160127
CN201020294173.6,20161012
CN201320084409.7,20150617
CN201120042493.7,20130424
CN201120042496.0,20130320
CN201220102062.X,20130814
CN201220653797.1,20141008
CN201320117185.5,20150304
CN201320090000.6,20150902
CN201320631125.5,20160113
CN201320117183.6,20160113
CN201320555156.7,20160406
CN201420276852.9,20160629
CN201420066718.6,20160921
CN201220102062.X,20130814
CN201220653797.1,20141008
CN201320117185.5,20150304
CN201320090000.6,20150902
CN201320631125.5,20160113
CN201320117183.6,20160113
CN201320555156.7,20160406
CN201420276852.9,20160629
CN201420066718.6,20160921
CN201420293342.2,20160330
CN201020645629.9,20150114
CN201020645673.X,20150114
CN201020645640.5,20150114
CN201020645636.9,20150114
CN201020529929.0,20150325
CN201120577266.4,20150225
CN201120577250.3,20160224
CN201020645629.9,20150114
CN201020645673.X,20150114
CN201020645640.5,20150114
CN201020645636.9,20150114
CN201020529929.0,20150325
CN201120577266.4,20150225
CN201120577250.3,20160224
CN201420214030.8,20160420
CN201020271608.5,20120725
CN201320454495.6,20150513
CN201120007716.6,20130821
CN201320701060.7,20160302
CN201020271597.0,20130918
CN201220163603.X,20161012
CN201020271608.5,20120725
CN201320454495.6,20150513
CN201120007716.6,20130821
CN201320701060.7,20160302
CN201020271597.0,20130918
CN201220163603.X,20161012
CN201210323064.6,20151028
CN201130477985.4,20150204
CN201130477993.9,20150204
CN201130477994.3,20150204
CN201130477996.2,20150204
CN201130478001.4,20150204
CN201330401552.X,20151021
CN201330456939.5,20151118
CN201330456940.8,20151118
CN201330456947.X,20151118
CN201330457207.8,20151118
CN201330544673.X,20160106
CN201330544795.9,20160106
CN201330544964.9,20160106
CN201330544458.X,20160106
CN201330544524.3,20160106
CN201330349926.8,20150909
CN201330648292.6,20160224
CN201330556218.1,20160106
CN201330456949.9,20151118
CN201330521661.5,20151223
CN201330521662.X,20151223
CN201330546622.0,20160106
CN201330546048.9,20160106
CN201330546175.9,20160106
CN201330546187.1,20160106
CN201330546213.0,20160106
CN201330546274.7,20160106
CN201330546296.3,20160106
CN201330546320.3,20160106
CN201330612486.0,20160203
CN201330611871.3,20160203
CN201330611917.1,20160203
CN201330612543.5,20160203
CN201030697684.8,20150218
CN201030697685.2,20150218
CN201130471833.3,20150204
CN201130471856.4,20160203
CN201130471861.5,20150204
CN201130471867.2,20150204
CN201130467465.5,20160203
CN201130467466.X,20150204
CN201130467469.3,20150204
CN201130473727.9,20150204
CN201130473728.3,20150204
CN201130471863.4,20150204
CN201130471865.3,20150204
CN201130464658.5,20150121
CN201130467453.2,20150204
CN201130467468.9,20150204
CN201130473722.6,20150204
CN201130473724.5,20150204
CN201130473726.4,20150204
CN201130473730.0,20150204
CN201130460679.X,20150121
CN201130471858.3,20150204
CN201130464620.8,20160203
CN201130464646.2,20150121
CN201130464677.8,20150121
CN201130471853.0,20150204
CN201130471866.8,20160203
CN201130464648.1,20150121
CN201130467458.5,20150204
CN201130467471.0,20160203
CN201130473854.9,20150204
CN201130464606.8,20160203
CN201130464626.5,20150121
CN201130464638.8,20150121
CN201430053282.2,20160511
CN201430053288.X,20160511
CN201430053296.4,20160511
CN201430053255.5,20160511
CN201430053275.2,20160511
CN201230098438.X,20160601
CN201430117642.0,20160622
CN201430117645.4,20160622
CN201430117647.3,20160622
CN201430149956.9,20160720
CN201430149959.2,20160720
CN201430149684.2,20160720
CN201430149644.8,20160720
CN201330349649.0,20160907
CN201330349883.3,20160907
CN201330350179.X,20160907
CN201220297355.8,20140430
CN201220348385.7,20131211
CN201220421324.9,20131106
CN201220318758.6,20131211
CN201220318760.3,20131106
CN201020580150.1,20110914
CN201020685549.6,20120801
CN201220139541.9,20130807
CN201220424006.8,20131211
CN201220446949.0,20140115
CN201220656115.2,20140115
CN201220706923.5,20140312
CN201220613557.9,20131225
CN201220613287.1,20131211
CN201220645298.8,20131218
CN201220613672.6,20131225
CN201220613793.0,20131211
CN201220613819.1,20140115
CN201220542028.4,20131218
CN201120446734.4,20130612
CN201420180848.2,20150701
CN201420013846.4,20151209
CN201320682426.0,20150128
CN201320823733.6,20150325
CN201320806330.0,20150325
CN201320716031.8,20141231
CN201320716033.7,20150311
CN201320716148.6,20150311
CN201320134357.X,20140604
CN201320218225.5,20140514
CN201320217933.7,20140604
CN201320217931.8,20140514
CN201320485411.5,20150603
CN201320526131.4,20141203
CN201320556329.7,20141231
CN201320556580.3,20150520
CN201320682381.7,20150107
CN201320682837.X,20141231
CN201320784805.0,20150311
CN201320270626.5,20140514
CN201320254321.5,20140604
CN201320254371.3,20140618
CN201320864501.5,20150429
CN201420225624.9,20151118
CN201120371676.3,20141126
CN201120455503.X,20141231
CN201120444532.6,20141231
CN201120444533.0,20141231
CN201120533467.4,20150204
CN201120532538.9,20150204
CN201120532583.4,20150204
CN201120527437.2,20150204
CN201120527438.7,20150204
CN201120524885.7,20150204
CN201220014859.4,20150311
CN201220014893.1,20150311
CN201220451970.X,20151028
CN201220447550.4,20151028
CN201220424007.2,20151028
CN201220424009.1,20151028
CN201220451947.0,20151028
CN201220446959.4,20151028
CN201220725144.X,20160217
CN201320578571.4,20151104
CN201320578572.9,20151104
CN201320584623.9,20151104
CN201320556441.0,20151028
CN201320556512.7,20151028
CN201320578866.1,20151104
CN201320578873.1,20151104
CN201320508091.0,20151014
CN201320716830.5,20160106
CN201320716190.8,20160106
CN201320716398.X,20160106
CN201320716278.X,20160106
CN201320727276.0,20160106
CN201320784747.1,20160120
CN201320784913.8,20160120
CN201320785109.1,20160120
CN201320785145.8,20160120
CN201420180945.1,20160302
CN201420598013.9,20160427
CN201320485446.9,20150923
CN201320485454.3,20150923
CN201320556661.3,20151028
CN201320508439.6,20151014
CN201320508448.5,20151014
CN201320805974.8,20160127
CN201320806101.9,20160127
CN201320805548.4,20160127
CN201320805745.6,20160127
CN201320864506.8,20160217
CN201320864502.X,20160217
CN201320864503.4,20160217
CN201320864504.9,20160217
CN201320864505.3,20160217
CN201320823732.1,20160210
CN201320865506.X,20160217
CN201320865509.3,20160217
CN201320865512.5,20160217
CN201320864507.2,20160217
CN201320864508.7,20160217
CN201320865473.9,20160217
CN201320823585.8,20160210
CN201320823584.3,20160210
CN201220707697.2,20150211
CN201220707023.2,20160210
CN201320510699.7,20151014
CN201320365391.8,20150812
CN201320682354.X,20151223
CN201320682355.4,20151223
CN201320682364.3,20151223
CN201320682424.1,20151223
CN201320682425.6,20151223
CN201320485826.2,20150923
CN201320485493.3,20150923
CN201420597896.1,20160413
CN201420597929.2,20160413
CN201020685826.3,20150218
CN201220222645.6,20150708
CN201220222671.9,20150708
CN201220240110.1,20150715
CN201220240160.X,20150715
CN201220240164.8,20150715
CN201220424010.4,20151028
CN201220460626.7,20151104
CN201220460625.2,20151104
CN201220446958.X,20151028
CN201220454405.9,20151028
CN201220377914.6,20150916
CN201220377957.4,20150916
CN201220454553.0,20151028
CN201120285657.9,20141008
CN201120272300.7,20150916
CN201120272308.3,20140917
CN201120278143.0,20141008
CN201120278149.8,20141008
CN201120278150.0,20141008
CN201120278155.3,20141008
CN201120278156.8,20141008
CN201120284810.6,20141008
CN201120263052.X,20140917
CN201120263054.9,20140917
